(0.9231349232242868,0.0004656765088243943)
(0.9038244803514779,0.002502860286893727)
(0.9405906009018666,-0.006126990208675323)
(0.9921558432472224,-0.003110355374325748)
(0.9062755387829325,0.0009517786414147938)
(0.9671316972288098,0.003829802413372456)
(1.169469113149051,-0.01084457682618725)
(0.9990958449298816,0.007048490427323492)
(1.021922541367903,0.001833819063560592)
(1.012053353651398,-0.003726601014535134)
(0.9310754786526979,-0.001708049351485493)
(0.9634148510028289,-0.007151458995852618)
(0.9612018114907371,-0.004758044246129907)
(0.9413159515861251,-0.003578322154885942)
(0.8890166642941153,0.00551924331236481)
(0.9095971810784945,0.004251436409997898)
(0.915409981803061,0.002931172436765559)
(0.946735782806832,0.00136391618272059)
(0.958315550196308,-0.003031845843537205)
(0.9233154806830727,-0.0004036840906835367)
(0.956999564091177,-0.003687482828742302)
(0.9035150344808647,0.0008383240305406015)
(1.079487285619229,-0.008511095686753938)
(1.019615229529894,0.002191200848393052)
(1.578959751179829,-0.0277954795138634)
(1.368839859684467,-0.01146099188653686)
(0.9165064275999281,0.01884597896457536)
(1.113428860605606,0.002467435724848429)
(1.148035740863774,0.002278909964852542)
(1.045756246118593,0.004861877924715217)
(0.8619723634321336,-0.005048669519719632)
(1.776236297831677,-0.02906563583611988)
(1.826563164337123,-0.03060932127089969)
(0.9296438953220134,-0.002623320554663797)
(0.9383088053379476,-0.006016121121232776)
(0.9447714287686722,-0.002920523007657134)
(1.130645870798842,-0.02493023888146884)
(1.018017838921684,-0.01040701856909986)
(1.014790048296874,-0.01214774346940921)
(1.033920908783806,-0.01003991961570163)
(1.006333579889896,0.0009134489371068402)
(0.9085000596750754,-0.0009380211142701057)
(0.9302927081289567,0.001002005884365063)
(0.9865707941584959,0.008579937519187057)
(0.9825249590203465,0.009350413535186208)
(0.9699152915053947,0.0003892005909133609)
(0.9631687038406883,0.001881050422454545)
(0.9637090246342628,-0.002163381609333937)
(0.9842174590027924,-0.002339152344238176)
(0.9786159760591178,-0.002224610406380354)
